point,real_x,real_y,real_z,image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
p07,0.94,9.8,1.5,1761875723445.matphoto,34,0.9943801539049512,9.724879343379463,1.466958218843479,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761875723445.matphoto,33,1.0257063100834376,9.70252288769815,1.5050598469830188,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761875723445.matphoto,14,1.0176101828166009,9.740684072050746,1.4865691485464074,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761875723445.matphoto,30,0.3378578288075986,9.631645184491289,0.68017225347331,,,False,1,,6,,True
p07,0.94,9.8,1.5,1761875723445.matphoto,0,1.0502119035643034,9.743795247397852,1.489206861810204,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761875723445.matphoto,28,0.9820582425590052,9.699233274112256,1.4773683568747336,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761875723445.matphoto,25,1.0606634626660068,9.695688310922009,1.46319964280464,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876074712.matphoto,36,0.8219769112205515,9.86367183413757,1.5122955668868587,,,False,1,,6,,True
p07,0.94,9.8,1.5,1761876074712.matphoto,18,0.9085201539281338,9.87229094388888,1.5012512369509117,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876074712.matphoto,20,0.9020802314145606,9.92914529859074,1.526189306745582,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876079715.matphoto,39,0.950262013577589,9.891353416630295,1.5184983701071273,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876079715.matphoto,16,0.9416958394783492,9.914414084629492,1.518788143100833,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876079715.matphoto,17,0.9634858029043216,9.881644444902076,1.502571132651977,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876084742.matphoto,39,0.9681469098455426,9.893053712749326,1.5197844316144056,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876084742.matphoto,16,0.9596669511805104,9.920555900457662,1.524842073621942,,,False,1,,6,,False
p07,0.94,9.8,1.5,1761876084742.matphoto,17,0.9804259164133796,9.88273737470878,1.5059945881944192,,,False,1,,6,,False
p08,0.42,11.2,1.5,,-1,0.4991732918739494,11.180567351105871,1.503177078583982,0.2,WEIGHTED_MEDIAN,True,29,6.0,6,22.0,
p08,0.42,11.2,1.5,1761876358828.matphoto,12,0.4991732918739494,11.180567351105871,1.5066372130994046,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876358828.matphoto,35,0.5018752837534375,11.177072250001368,1.496467645233502,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876358828.matphoto,30,-0.2079923397760462,11.037074188514644,2.457018657429841,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876358828.matphoto,0,0.4052697374267826,11.235162242183549,1.469462966346028,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876358828.matphoto,2,0.0101885630603714,11.219987954160626,2.603674799753186,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876363832.matphoto,12,0.4843891872566035,11.137558683172829,1.503177078583982,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876363832.matphoto,35,0.491285283055676,11.142337577134516,1.480694780466954,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876363832.matphoto,26,0.4723901779219746,11.116933066829125,1.5010111053525053,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876363832.matphoto,33,0.5228780072816792,11.1046770675314,1.5095199765589369,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876363832.matphoto,30,1.4557683952025755,11.022066602698924,2.535476518593237,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876363832.matphoto,0,0.5506719513248741,11.154353272500266,1.4607790257149134,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876363832.matphoto,2,2.432723158276485,10.988115889595337,1.1052125816841114,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876363832.matphoto,25,0.684676417669891,11.024517594396332,1.4633456547306092,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876368852.matphoto,39,0.5374978055043547,11.207490643170605,1.525318957672213,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876368852.matphoto,16,0.5375798943284962,11.218228068771358,1.5151297395135654,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876368852.matphoto,17,0.5397479477381375,11.194344718095008,1.4827640828999429,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876368852.matphoto,30,-0.4659250294442627,11.10598678159503,1.5473921259936525,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876368852.matphoto,33,0.6097138065714458,11.19142364339356,1.4777411694956983,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876368852.matphoto,2,-0.0303893083578958,11.161184489655712,0.3812781550438181,,,False,1,,6,,True
p08,0.42,11.2,1.5,1761876368852.matphoto,0,0.4687137683888258,11.278894006262655,1.465280490725707,,,False,1,,6,,False
p08,0.42,11.2,1.5,1761876583970.matphoto,36,0.3640466472021006,11.278249873174492,1.4880862454019017,,,False,1,,6,,False
