timestamp,time,mac_address,rssi,tx_power,pos_x,pos_y,pos_z
1758246705649,2025-09-19 10:51:45.649,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246705716,2025-09-19 10:51:45.716,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246705799,2025-09-19 10:51:45.799,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246705831,2025-09-19 10:51:45.831,AC:23:3F:26:3E:F1,-74,127,1.5,26.5,1.5
1758246706157,2025-09-19 10:51:46.157,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246706186,2025-09-19 10:51:46.186,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246706849,2025-09-19 10:51:46.849,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246706873,2025-09-19 10:51:46.873,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246706899,2025-09-19 10:51:46.899,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246707565,2025-09-19 10:51:47.565,AC:23:3F:26:3E:F1,-68,127,1.5,26.5,1.5
1758246707591,2025-09-19 10:51:47.591,AC:23:3F:26:3E:F1,-68,127,1.5,26.5,1.5
1758246707626,2025-09-19 10:51:47.626,AC:23:3F:26:3E:F1,-67,127,1.5,26.5,1.5
1758246708286,2025-09-19 10:51:48.286,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246708292,2025-09-19 10:51:48.292,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246708315,2025-09-19 10:51:48.315,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246708991,2025-09-19 10:51:48.991,AC:23:3F:26:3E:F1,-67,127,1.5,26.5,1.5
1758246709014,2025-09-19 10:51:49.014,AC:23:3F:26:3E:F1,-67,127,1.5,26.5,1.5
1758246709037,2025-09-19 10:51:49.037,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246709721,2025-09-19 10:51:49.721,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246709745,2025-09-19 10:51:49.745,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246709760,2025-09-19 10:51:49.760,AC:23:3F:26:3E:F1,-72,127,1.5,26.5,1.5
1758246710415,2025-09-19 10:51:50.415,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246710440,2025-09-19 10:51:50.440,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246710462,2025-09-19 10:51:50.462,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246711152,2025-09-19 10:51:51.152,AC:23:3F:26:3E:F1,-64,127,1.5,26.5,1.5
1758246711159,2025-09-19 10:51:51.159,AC:23:3F:26:3E:F1,-74,127,1.5,26.5,1.5
1758246711177,2025-09-19 10:51:51.177,AC:23:3F:26:3E:F1,-71,127,1.5,26.5,1.5
1758246711864,2025-09-19 10:51:51.864,AC:23:3F:26:3E:F1,-61,127,1.5,26.5,1.5
1758246711881,2025-09-19 10:51:51.881,AC:23:3F:26:3E:F1,-61,127,1.5,26.5,1.5
1758246712558,2025-09-19 10:51:52.558,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246712582,2025-09-19 10:51:52.582,AC:23:3F:26:3E:F1,-61,127,1.5,26.5,1.5
1758246712606,2025-09-19 10:51:52.606,AC:23:3F:26:3E:F1,-61,127,1.5,26.5,1.5
1758246713265,2025-09-19 10:51:53.265,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246713291,2025-09-19 10:51:53.291,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246713313,2025-09-19 10:51:53.313,AC:23:3F:26:3E:F1,-66,127,1.5,26.5,1.5
1758246713776,2025-09-19 10:51:53.776,AC:23:3F:26:3E:F1,-73,127,1.5,26.5,1.5
1758246713978,2025-09-19 10:51:53.978,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246713997,2025-09-19 10:51:53.997,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
1758246714023,2025-09-19 10:51:54.023,AC:23:3F:26:3E:F1,-59,127,1.5,26.5,1.5
1758246714699,2025-09-19 10:51:54.699,AC:23:3F:26:3E:F1,-61,127,1.5,26.5,1.5
1758246714730,2025-09-19 10:51:54.730,AC:23:3F:26:3E:F1,-60,127,1.5,26.5,1.5
