image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
,-1,0.17219490126406223,4.268895194241518,1.5025959647411538,0.2,WEIGHTED_MEDIAN,true,25,6,6,19,null
1761793355352.matphoto,30,0.2198455549453746,4.108169353639203,1.6871365484495542,,,false,1,,6,,false
1761793355352.matphoto,2,0.4574959671541503,4.153718135433382,1.5923948254581242,,,false,1,,6,,true
1761793355352.matphoto,21,0.17913049803620668,4.037699449139133,1.7025482821028874,,,false,1,,6,,false
1761793360381.matphoto,30,0.293427532785966,4.195860529966429,1.459361206952308,,,false,1,,6,,true
1761793360381.matphoto,2,0.3603087224293659,4.210157089326846,1.5493396023917314,,,false,1,,6,,true
1761793360381.matphoto,21,0.12278279089921179,4.116030815453036,1.5761393825999503,,,false,1,,6,,false
1761793365409.matphoto,30,0.12592587409679468,4.05248035279486,1.283662858501472,,,false,1,,6,,true
1761793365409.matphoto,2,0.15485875653424852,4.07996554049491,1.4012834687242637,,,false,1,,6,,false
1761793365409.matphoto,21,0.18451835413640583,3.9830962554977676,1.580500173549826,,,false,1,,6,,false
1761793512754.matphoto,39,0.10480909529787907,4.2036852897224115,1.5210472584234267,,,false,1,,6,,false
1761793512754.matphoto,16,0.02333067329072369,4.148607062180882,1.474671425810104,,,false,1,,6,,false
1761793512754.matphoto,17,0.2935387735832595,4.238786302148733,1.4884680958109813,,,false,1,,6,,true
1761793517784.matphoto,33,0.16691407466318697,4.29054616369924,1.5025959647411538,,,false,1,,6,,false
1761793517784.matphoto,0,0.17219490126406223,4.260799301789883,1.4939779397925204,,,false,1,,6,,false
1761793517784.matphoto,25,0.19977481222063997,4.268895194241518,1.5071787010041144,,,false,1,,6,,false
1761793517784.matphoto,39,0.13406665947624896,4.2714626870148065,1.5187212624618467,,,false,1,,6,,false
1761793517784.matphoto,16,0.1562430673041193,4.2450345489852825,1.5344018143217526,,,false,1,,6,,false
1761793517784.matphoto,17,0.22835609942425328,4.232668989859031,1.5292689342536099,,,false,1,,6,,false
1761793522811.matphoto,33,0.15541784495734712,4.278934771926178,1.498641498701984,,,false,1,,6,,false
1761793522811.matphoto,0,0.15160222499315723,4.261780578646876,1.4905764983091068,,,false,1,,6,,false
1761793522811.matphoto,25,0.18606540535875915,4.270410424339409,1.5094560274594284,,,false,1,,6,,false
1761793522811.matphoto,39,0.14020898824972816,4.269631056320875,1.5143565181601928,,,false,1,,6,,false
1761793522811.matphoto,16,0.09037477008830108,4.19546473816028,1.5752183651162746,,,false,1,,6,,false
1761793522811.matphoto,36,0.15634914367560904,4.448894773040763,1.4649045795050089,,,false,1,,6,,true
1761793522811.matphoto,17,0.18958958484418575,4.247330543382743,1.524319320381088,,,false,1,,6,,false
