image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
,-1,1.260229545675504,26.466554519618164,1.5095712009854247,0.2,WEIGHTED_MEDIAN,true,30,6,6,26,null
1762137254131.matphoto,37,1.2645439621132057,26.498278271039084,1.5699775554674424,,,false,1,,6,,false
1762137254131.matphoto,6,1.265481188382606,26.55325997649708,1.4813345374516034,,,false,1,,6,,false
1762137254131.matphoto,4,1.3361475328104708,20.336276739932558,0.7072862274924359,,,false,1,,6,,true
1762137254131.matphoto,23,1.2530324225432496,26.48919325440442,1.384900219845085,,,false,1,,6,,false
1762137254131.matphoto,22,1.3043690235163634,26.476302486434328,1.5095712009854247,,,false,1,,6,,false
1762137259162.matphoto,37,1.2524574856085717,26.511104101725216,1.5515863169586521,,,false,1,,6,,false
1762137259162.matphoto,4,1.2604574218212727,26.40756150814254,1.5401564166600825,,,false,1,,6,,false
1762137259162.matphoto,6,1.1887766721696496,20.31334866348543,0.749135617491707,,,false,1,,6,,true
1762137259162.matphoto,22,1.298363951525187,26.463071251941,1.5028016728210232,,,false,1,,6,,false
1762137259162.matphoto,23,1.2601215380117357,26.465209362812693,1.3986948635761316,,,false,1,,6,,false
1762137264162.matphoto,37,1.299667001056236,26.465457295068646,1.5937805462012837,,,false,1,,6,,false
1762137264162.matphoto,6,1.281704184926996,26.54528463817735,1.4862408304069765,,,false,1,,6,,false
1762137264162.matphoto,4,1.256429495887535,26.435142990365396,1.5339516505823647,,,false,1,,6,,false
1762137264162.matphoto,23,1.260229545675504,26.481866491630495,1.3863804393595338,,,false,1,,6,,false
1762137264162.matphoto,22,1.2924800208805052,26.462367759859024,1.495848779408838,,,false,1,,6,,false
1762137436015.matphoto,37,1.2693895214870061,26.4765761187006,1.5658715746820675,,,false,1,,6,,false
1762137436015.matphoto,6,1.1955493401599828,20.31051708696024,0.7650080240617845,,,false,1,,6,,true
1762137436015.matphoto,4,1.2553521270614527,26.40338013128884,1.5380925119302589,,,false,1,,6,,false
1762137436015.matphoto,22,1.2960963956074791,26.452117501360956,1.4990131350752889,,,false,1,,6,,false
1762137436015.matphoto,23,1.2571497357537118,26.465134502384622,1.3838980616994034,,,false,1,,6,,false
1762137441015.matphoto,37,1.2577497228716017,26.466554519618164,1.5674161668200923,,,false,1,,6,,false
1762137441015.matphoto,4,1.2406445771264194,26.38838806683099,1.5369589975240459,,,false,1,,6,,false
1762137441015.matphoto,6,1.251144831158147,26.490539468831894,1.473061186491852,,,false,1,,6,,false
1762137441015.matphoto,22,1.301071819546212,21.1879075350838,1.4594745719357203,,,false,1,,6,,true
1762137441015.matphoto,23,1.2365236885991824,26.44137371736765,1.3879458651814478,,,false,1,,6,,false
1762137446042.matphoto,37,1.2570654939947483,26.532663814246252,1.5466035192733458,,,false,1,,6,,false
1762137446042.matphoto,4,1.257946406167809,26.41565058684316,1.542024681606367,,,false,1,,6,,false
1762137446042.matphoto,6,1.2630053725171693,26.53628346841144,1.4896504467840188,,,false,1,,6,,false
1762137446042.matphoto,22,1.290625297040783,26.478807616631695,1.518841938731395,,,false,1,,6,,false
1762137446042.matphoto,23,1.2440846664356942,26.475340428548925,1.3957198762301457,,,false,1,,6,,false
