image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
,-1,1.388147015796469,22.44951920902502,1.5121896700954758,0.2,WEIGHTED_MEDIAN,true,19,6,6,18,null
1762135171930.matphoto,32,1.463950839757444,22.300157906630204,1.4716049837719174,,,false,1,,6,,false
1762135171930.matphoto,5,1.452032814555396,22.36893503145454,1.4823644191731484,,,false,1,,6,,false
1762135171930.matphoto,1,1.3400159720931808,22.28849962899323,1.5358163718286946,,,false,1,,6,,false
1762135176967.matphoto,32,1.4531740728625808,22.248437965505534,1.4761138397952502,,,false,1,,6,,false
1762135176967.matphoto,5,1.4024111364179048,22.300806183745827,1.4832723929860765,,,false,1,,6,,false
1762135176967.matphoto,31,1.461697566791509,22.294807228778268,1.5208952164837175,,,false,1,,6,,false
1762135176967.matphoto,1,1.3397335330022644,22.237512455812922,1.5548511024207212,,,false,1,,6,,false
1762135181991.matphoto,32,1.495281812275144,22.336853589994387,1.4675857733353306,,,false,1,,6,,false
1762135181991.matphoto,5,1.4489588206450263,22.401449175202266,1.4800246276985525,,,false,1,,6,,false
1762135181991.matphoto,31,1.5066282171579863,22.369337751906006,1.4904603907611358,,,false,1,,6,,false
1762135181991.matphoto,1,1.4353581353483091,22.324054443232768,1.5246795817111383,,,false,1,,6,,false
1762135383913.matphoto,37,1.3673471745680152,22.536454385083385,1.4963962323977926,,,false,1,,6,,false
1762135383913.matphoto,4,1.4306056524208928,22.44951920902502,1.5198218916418582,,,false,1,,6,,false
1762135383913.matphoto,22,1.388147015796469,22.54079690365702,1.5115383712455965,,,false,1,,6,,false
1762135388914.matphoto,4,1.3922252403677247,22.413635768186502,1.5265849366804636,,,false,1,,6,,false
1762135388914.matphoto,37,1.3254653348242806,22.507813595877266,1.49524451649361,,,false,1,,6,,false
1762135388914.matphoto,22,1.344442800330648,22.506350012092955,1.5121896700954758,,,false,1,,6,,false
1762135393937.matphoto,6,1.280043677988862,22.404793374492467,1.509509033204594,,,false,1,,6,,false
1762135393937.matphoto,23,1.260780856414627,22.42546267411033,1.3738519762530872,,,false,1,,6,,true
