image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
,-1,1.2015256923238793,1.3507165571223518,1.5197147365759667,0.2,WEIGHTED_MEDIAN,true,20,6,6,17,null
1761792236393.matphoto,30,1.2023229787814644,1.3486800123573472,1.5201123925608526,,,false,1,,6,,false
1761792236393.matphoto,2,1.2015256923238793,1.3507165571223518,1.5197147365759667,,,false,1,,6,,false
1761792236393.matphoto,21,1.2074665854026416,1.3292051929591717,1.4910578682781772,,,false,1,,6,,true
1761792241394.matphoto,30,1.170816776465634,1.3038440024379236,1.511551321019749,,,false,1,,6,,false
1761792241394.matphoto,2,1.167638771252856,1.3118735721802084,1.5013339598044315,,,false,1,,6,,false
1761792241394.matphoto,21,1.1666436257007857,1.2852086396379285,1.4928856258265701,,,false,1,,6,,true
1761792246419.matphoto,30,1.2137167272966494,1.3592061874550148,1.5215245994773934,,,false,1,,6,,false
1761792246419.matphoto,2,1.2143535430364427,1.3636081666418765,1.5064049114142457,,,false,1,,6,,false
1761792246419.matphoto,21,1.2134943191391345,1.3399390385649086,1.4881054001628673,,,false,1,,6,,true
1761792405858.matphoto,33,0.9844728896763204,1.4421271713101858,1.5655383436457189,,,false,1,,6,,false
1761792405858.matphoto,0,1.045977003585627,1.4565172016651773,1.5350631369290668,,,false,1,,6,,false
1761792405858.matphoto,34,1.0406187869575505,1.5193865603407604,1.5643393001927963,,,false,1,,6,,false
1761792405858.matphoto,25,1.0723039358919064,1.5284449297271863,1.5398236530153935,,,false,1,,6,,false
1761792410889.matphoto,33,1.0386945022916803,1.5485122751902,1.501570575016386,,,false,1,,6,,false
1761792410889.matphoto,0,1.0481630219973446,1.4960396222405836,1.5301472726330432,,,false,1,,6,,false
1761792410889.matphoto,25,1.0915684329150372,1.5755291392040336,1.5437094525702717,,,false,1,,6,,false
1761792415920.matphoto,33,1.007395996069752,1.376553559324103,1.4481682632758048,,,false,1,,6,,false
1761792415920.matphoto,0,1.017120322196806,1.4145846766848158,1.5314053255176285,,,false,1,,6,,false
1761792415920.matphoto,34,1.029102529555487,1.480956637217826,1.5702922638312191,,,false,1,,6,,false
1761792415920.matphoto,25,1.0555921790058482,1.499764645150179,1.5336846253983238,,,false,1,,6,,false
