image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
,-1,1.6561133428959027,15.356584263794515,1.5091844228581899,0.2,WEIGHTED_MEDIAN,true,26,6,6,24,null
1761878991113.matphoto,36,1.7531120012088253,15.356584263794515,1.5091844228581899,,,false,1,,6,,false
1761878991113.matphoto,18,1.742494611932608,15.357834720998012,1.5100326449330348,,,false,1,,6,,false
1761878991113.matphoto,35,1.6972415799354361,15.380104987045952,1.4818294555351073,,,false,1,,6,,false
1761878991113.matphoto,12,1.6811783487861358,15.414072970519792,1.5065155328619992,,,false,1,,6,,false
1761878991113.matphoto,26,1.5940354341616665,15.366819192479417,1.6063322068121024,,,false,1,,6,,false
1761878996142.matphoto,35,1.8068152802671846,15.368622626095458,1.5128667858517846,,,false,1,,6,,false
1761878996142.matphoto,12,1.6525372479616953,15.403883676553367,1.495444197412985,,,false,1,,6,,false
1761878996142.matphoto,30,2.6838558087052555,15.059406250311028,0.05042935908330337,,,false,1,,6,,true
1761878996142.matphoto,26,1.6273802486374003,15.348739462128073,1.5779781814594944,,,false,1,,6,,false
1761878996142.matphoto,2,-3.0567947055550686,14.916813516112182,1.55182933816764,,,false,1,,6,,true
1761879001172.matphoto,31,1.6890016795962375,15.326815198593984,1.506946724066541,,,false,1,,6,,false
1761879001172.matphoto,3,1.7024544439614198,15.316198219796565,1.487106651101319,,,false,1,,6,,false
1761879001172.matphoto,24,1.6479820466874098,15.349008475700671,1.5137399579426143,,,false,1,,6,,false
1761879001172.matphoto,35,1.6624781646122444,15.29943695430849,1.487365819707146,,,false,1,,6,,false
1761879001172.matphoto,12,1.625562040413678,15.345546857404717,1.4988837236083061,,,false,1,,6,,false
1761879001172.matphoto,26,1.5859125707651271,15.287605944103852,1.6076169101701219,,,false,1,,6,,false
1761879001172.matphoto,14,1.74763330091485,15.444513111010423,1.5995856629733083,,,false,1,,6,,false
1761879422175.matphoto,32,1.5571556852987758,15.45092155613075,1.5198029951888317,,,false,1,,6,,false
1761879422175.matphoto,5,1.5683352567032123,15.426065015095755,1.5095267931159668,,,false,1,,6,,false
1761879422175.matphoto,1,1.5443444506126947,15.466162021193695,1.4946778902896738,,,false,1,,6,,false
1761879427207.matphoto,32,1.5492430730800177,15.463974171672758,1.5149614114578296,,,false,1,,6,,false
1761879427207.matphoto,5,1.5795634319872962,15.443928111107477,1.5052292013239312,,,false,1,,6,,false
1761879427207.matphoto,1,1.5520223172608423,15.479911635913023,1.4962812536872774,,,false,1,,6,,false
1761879432235.matphoto,31,1.6403755156684967,15.307164499276073,1.5142662866127716,,,false,1,,6,,false
1761879432235.matphoto,3,1.6561133428959027,15.295512272915389,1.4934058093551061,,,false,1,,6,,false
1761879432235.matphoto,24,1.598324463175437,15.33996839425213,1.5268614234288105,,,false,1,,6,,false
