image_name,marker_id,x,y,z,ransac_threshold,filter_type,is_global_position,marker_count,total_images_processed,successful_images,ransac_population,is_ransac_excluded
,-1,1.068496884061671,19.640896465934613,1.5031319751533387,0.2,WEIGHTED_MEDIAN,true,24,6,6,16,null
1762132157435.matphoto,32,1.0516562205538704,19.54949420032045,1.4917543306179115,,,false,1,,6,,false
1762132157435.matphoto,5,1.0521245159623605,19.572497281857892,1.4944501617138592,,,false,1,,6,,false
1762132157435.matphoto,1,1.0236945744929624,19.54331073797076,1.5053005683460006,,,false,1,,6,,false
1762132157435.matphoto,31,1.1025013586732078,19.517419007448915,1.4801445029021285,,,false,1,,6,,false
1762132157435.matphoto,24,0.9884708740985177,19.460560768617697,1.503110164696341,,,false,1,,6,,false
1762132157435.matphoto,30,2.089204059468609,19.536946268294038,3.2144179740715435,,,false,1,,6,,true
1762132162465.matphoto,32,1.0201906681021993,19.496924830664,1.4971461475568426,,,false,1,,6,,false
1762132162465.matphoto,5,0.9409564670727917,15.065708289342913,0.8964003934382919,,,false,1,,6,,true
1762132162465.matphoto,1,1.00716198191453,19.50701717138803,1.5079712805773726,,,false,1,,6,,false
1762132162465.matphoto,31,1.0854230280143513,19.485590199740066,1.4889766699109916,,,false,1,,6,,false
1762132162465.matphoto,30,0.6626295268259146,18.643988098875,6.599219324987803,,,false,1,,6,,true
1762132167465.matphoto,38,1.068496884061671,19.640896465934613,1.5035137792640432,,,false,1,,6,,false
1762132167465.matphoto,8,1.068520995812097,19.65433960822821,1.508480751263986,,,false,1,,6,,false
1762132167465.matphoto,29,1.0700460549545543,19.63205129109637,1.476228233329387,,,false,1,,6,,false
1762132453404.matphoto,37,0.8601138289443147,19.704475610643748,1.438632585339009,,,false,1,,6,,true
1762132453404.matphoto,4,0.8100415904863103,19.544558126294312,1.47580117306869,,,false,1,,6,,true
1762132453404.matphoto,6,0.8856938551181077,19.664891507620283,1.5422269446822838,,,false,1,,6,,false
1762132453404.matphoto,22,0.9655312719712961,19.7267488937023,1.5099883383360162,,,false,1,,6,,false
1762132458406.matphoto,37,0.8857406047668632,19.762156821136944,1.4272109683319942,,,false,1,,6,,true
1762132458406.matphoto,4,0.8241023353924761,19.62195332143519,1.5110562064458568,,,false,1,,6,,true
1762132458406.matphoto,22,0.9312466492191052,19.785343798203208,1.5283891458422316,,,false,1,,6,,true
1762132463429.matphoto,38,1.0683364635915364,19.64644911440561,1.5031319751533387,,,false,1,,6,,false
1762132463429.matphoto,8,1.070037772874304,19.658971734438072,1.5116204310750483,,,false,1,,6,,false
1762132463429.matphoto,29,1.064485611422858,19.63690704160226,1.4829021986044024,,,false,1,,6,,false
